"","NA.","corr_H","corr_anti_H","R"
"1",NA,0.654897353452582,0.764046912361345,0.857142857142857
"2",NA,0.809528496133043,0.690089865556037,1.17307692307692
"3",NA,0.803120200696485,0.803120200696485,1
"4",NA,0.702529990176059,0.68875489232947,1.02
"5",NA,0.717071607764719,0.81746163285178,0.87719298245614
"6",NA,0.793850474740543,0.643292626082854,1.23404255319149
"7",NA,0.756151245375125,0.742148444534845,1.0188679245283
"8",NA,0.737249721398921,0.765070465602654,0.963636363636364
"9",NA,0.691465834296967,0.799931063206295,0.864406779661017
"10",NA,0.681608232991455,0.765070465602654,0.890909090909091
"11",NA,0.67008130208703,0.505721737424174,1.325
"12",NA,0.693103280083672,0.763828104582006,0.907407407407407
"13",NA,0.765147533712732,0.712378738284268,1.07407407407407
"14",NA,0.786035181903166,0.743160535617538,1.05769230769231
"15",NA,0.803534521069306,0.676660649321521,1.1875
"16",NA,0.799931063206295,0.664349527069635,1.20408163265306
"17",NA,0.684353857534951,0.711728011836349,0.961538461538462
"18",NA,0.689315079991077,0.716347043912296,0.962264150943396
"19",NA,0.641253658588986,0.791334302088536,0.810344827586207
"20",NA,0.522556231883111,0.671858012421143,0.777777777777778
"21",NA,0.720838291947129,0.829644071863677,0.868852459016393
"22",NA,0.691056186948074,0.743211370868683,0.929824561403509
"23",NA,0.638901003027464,0.678017390967921,0.942307692307692
"24",NA,0.728145643694565,0.770154046215406,0.945454545454545
"25",NA,0.709666194754574,0.76643949033494,0.925925925925926
"26",NA,0.659609942855803,0.685994340570035,0.961538461538462
"27",NA,0.741467299114471,0.727736423204944,1.0188679245283
"28",NA,0.666435401988855,0.748039736926266,0.890909090909091
"29",NA,0.653832226207427,0.693062159779873,0.943396226415094
"30",NA,0.715070080301973,0.65006370936543,1.1
"31",NA,0.768029479281721,0.660235868154462,1.16326530612245
"32",NA,0.661204696636291,0.743855283715828,0.888888888888889
"33",NA,0.749683139682339,0.721393209883006,1.03921568627451
"34",NA,0.748701297726933,0.748701297726933,1
"35",NA,0.751160093500787,0.681608232991455,1.10204081632653
"36",NA,0.79639080275258,0.741467299114471,1.07407407407407
"37",NA,0.69508570323876,0.760659826185813,0.913793103448276
"38",NA,0.663547947650035,0.796257537180042,0.833333333333333
"39",NA,0.525554649660549,0.705012334910493,0.745454545454545
"40",NA,0.772030558694253,0.705476200186128,1.09433962264151
"41",NA,0.786372909592629,0.664349527069635,1.18367346938776
"42",NA,0.800833557053795,0.674386153308459,1.1875
"43",NA,0.749683139682339,0.777973069481673,0.963636363636364
"44",NA,0.707106781186548,0.762566136573728,0.927272727272727
"45",NA,0.795366554789293,0.664978594987769,1.19607843137255
"46",NA,0.773905989951895,0.773905989951895,1
"47",NA,0.736548428007673,0.723156638407533,1.01851851851852
"48",NA,0.685994340570035,0.7387631359985,0.928571428571429
"49",NA,0.843004739054743,0.704807240849047,1.19607843137255
"50",NA,0.667697860889589,0.77898083770452,0.857142857142857
"51",NA,0.666435401988855,0.62563323452015,1.06521739130435
"52",NA,0.727606875108999,0.673710069545369,1.08
"53",NA,0.669589480006975,0.723156638407533,0.925925925925926
"54",NA,0.644513711161704,0.683973734294053,0.942307692307692
"55",NA,0.727736423204944,0.672812919566835,1.08163265306122
"56",NA,0.734439014436698,0.761640459415835,0.964285714285714
"57",NA,0.695828438043368,0.709472132906964,0.980769230769231
"58",NA,0.695518605093322,0.695518605093322,1
"59",NA,0.696373059207254,0.709764848807394,0.981132075471698
"60",NA,0.707610777530782,0.640855043801463,1.10416666666667
"61",NA,0.674979794482881,0.771405479409006,0.875
"62",NA,0.677167741207908,0.760086240131325,0.890909090909091
"63",NA,0.684353857534951,0.739102166137747,0.925925925925926
"64",NA,0.606841147427339,0.712378738284268,0.851851851851852
"65",NA,0.709428977195188,0.765070465602654,0.927272727272727
"66",NA,0.61790907126669,0.779102742031913,0.793103448275862
"67",NA,0.711728011836349,0.766476320439145,0.928571428571428
"68",NA,0.698505906649301,0.698505906649301,1
"69",NA,0.753702346348183,0.768196622239494,0.981132075471698
"70",NA,0.618207029073471,0.749740439514635,0.824561403508772
"71",NA,0.808405350769445,0.534590635186246,1.51219512195122
"72",NA,0.763828104582006,0.735538174782672,1.03846153846154
"73",NA,0.738052842544757,0.780632814230032,0.945454545454545
"74",NA,0.729902742415039,0.610464111838033,1.19565217391304
"75",NA,0.678017390967921,0.704094982928226,0.962962962962963
"76",NA,0.79155128594218,0.73398391969184,1.07843137254902
"77",NA,0.608521929964591,0.646554550587378,0.941176470588235
"78",NA,0.639233957009719,0.761640459415835,0.839285714285714
"79",NA,0.76190987342128,0.747257760470871,1.01960784313725
"80",NA,0.629511580291707,0.721315352417581,0.872727272727273
"81",NA,0.865792757600581,0.695472870859483,1.24489795918367
"82",NA,0.761640459415835,0.652834679499287,1.16666666666667
"83",NA,0.734836458880138,0.804160653114113,0.913793103448276
"84",NA,0.690987491028478,0.718626990669617,0.961538461538462
"85",NA,0.761243230486711,0.718951939904116,1.05882352941176
"86",NA,0.754189976735572,0.608644542628708,1.23913043478261
"87",NA,0.693636846967992,0.816043349374109,0.85
"88",NA,0.618207029073471,0.670820393249937,0.92156862745098
"89",NA,0.809019462020215,0.738052842544757,1.09615384615385
"90",NA,0.860485929317663,0.717071607764719,1.2
"91",NA,0.782659926843053,0.714005547295417,1.09615384615385
"92",NA,0.837583430481162,0.617889415928726,1.35555555555556
"93",NA,0.707237569457561,0.680036124478424,1.04
"94",NA,0.698505906649301,0.765669936134811,0.912280701754386
"95",NA,0.666908870731575,0.771522026924764,0.864406779661017
"96",NA,0.742148444534845,0.770154046215406,0.963636363636364
"97",NA,0.688032961232452,0.846809798439941,0.8125
"98",NA,0.738052842544757,0.752246166439849,0.981132075471698
"99",NA,0.667697860889589,0.751160093500787,0.888888888888889
"100",NA,0.707106781186548,0.776430975420523,0.910714285714286
"101",NA,0.663547947650035,0.75644466032104,0.87719298245614
"102",NA,0.62188874192563,0.704807240849047,0.882352941176471
"103",NA,0.629581652365139,0.666615867210147,0.944444444444445
"104",NA,0.716631783462038,0.676818906603036,1.05882352941176
"105",NA,0.735538174782672,0.806262999281006,0.912280701754386
"106",NA,0.70820052782817,0.747545001596402,0.947368421052632
"107",NA,0.811804390951636,0.740593479464651,1.09615384615385
"108",NA,0.75102488727736,0.722139314689769,1.04
"109",NA,0.725570937141384,0.646417743998687,1.12244897959184
"110",NA,0.727606875108999,0.835400486236258,0.870967741935484
"111",NA,0.721874889850642,0.6832030207515,1.05660377358491
"112",NA,0.775340327347576,0.733049036764981,1.05769230769231
"113",NA,0.646761666763555,0.848874687627165,0.761904761904762
"114",NA,0.781503680672628,0.646761666763555,1.20833333333333
"115",NA,0.631640528619311,0.837890497148066,0.753846153846154
"116",NA,0.818025491960908,0.665512264646162,1.22916666666667
"117",NA,0.77898083770452,0.792891209806386,0.982456140350877
"118",NA,0.678854456782878,0.772030558694253,0.879310344827586
"119",NA,0.757452084379414,0.786035181903166,0.963636363636364
"120",NA,0.646417743998687,0.712378738284268,0.907407407407407
"121",NA,0.784156847055686,0.630126037812604,1.24444444444444
"122",NA,0.773905989951895,0.704807240849047,1.09803921568627
"123",NA,0.798955675102185,0.68875489232947,1.16
"124",NA,0.878538827439609,0.567671242345593,1.54761904761905
"125",NA,0.752246166439849,0.780632814230032,0.963636363636364
"126",NA,0.704807240849047,0.718626990669617,0.980769230769231
"127",NA,0.762566136573728,0.707106781186548,1.07843137254902
"128",NA,0.680036124478424,0.707237569457561,0.961538461538461
"129",NA,0.730233812945297,0.668349591509255,1.09259259259259
"130",NA,0.777690607224941,0.654897353452582,1.1875
"131",NA,0.696373059207254,0.736548428007673,0.945454545454545
"132",NA,0.676066257740047,0.676066257740047,1
"133",NA,0.769715619274041,0.74317370136804,1.03571428571429
"134",NA,0.775241181905403,0.652834679499287,1.1875
"135",NA,0.620033346284455,0.765147533712732,0.810344827586207
"136",NA,0.752237130237709,0.671640294855097,1.12
"137",NA,0.69508570323876,0.773774650775223,0.898305084745763
"138",NA,0.718626990669617,0.704807240849047,1.01960784313725
"139",NA,0.591900346985239,0.789200462646985,0.75
"140",NA,0.695828438043368,0.804977996952132,0.864406779661017
"141",NA,0.635107348829956,0.820346992238693,0.774193548387097
"142",NA,0.727736423204944,0.727736423204944,1
"143",NA,0.711774203351239,0.781555987993518,0.910714285714286
"144",NA,0.608219188227421,0.743379007833515,0.818181818181818
"145",NA,0.818621691815727,0.804977996952132,1.01694915254237
"146",NA,0.704854843043251,0.690757746182386,1.02040816326531
"147",NA,0.742148444534845,0.672134440333445,1.10416666666667
"148",NA,0.702831061951687,0.743379007833515,0.945454545454545
"149",NA,0.624061160990813,0.767075177051207,0.813559322033898
"150",NA,0.699186539427151,0.685994340570035,1.01923076923077
"151",NA,0.73398391969184,0.76276760281701,0.962264150943396
"152",NA,0.768196622239494,0.768196622239494,1
"153",NA,0.648466455599791,0.775340327347576,0.836363636363636
"154",NA,0.798159647895966,0.728145643694565,1.09615384615385
"155",NA,0.791334302088536,0.641253658588986,1.23404255319149
"156",NA,0.707106781186548,0.804160653114113,0.879310344827586
"157",NA,0.817916329141196,0.540880153141759,1.51219512195122
"158",NA,0.607578035744147,0.646359612493774,0.94
"159",NA,0.669589480006975,0.763332007207952,0.87719298245614
"160",NA,0.670312397718453,0.760546758949783,0.88135593220339
